Date,start_time_DI,last_event_DI
2013-09-05,38,103
2013-04-19,51,80
2013-04-18,49,78
2013-06-19,0,41
2013-04-11,69,104
2013-04-10,83,133
2013-09-03,66,107
2013-09-02,37,94
2013-04-15,70,96
2013-09-04,58,119
2013-04-17,78,105
2013-04-16,54,83
2013-06-09,43,54
2013-07-28,0,35
2013-06-30,0,50
2013-03-30,126,192
2013-03-31,104,140
2013-07-21,0,32
2013-07-20,0,32
2013-07-23,0,27
2013-07-22,1,37
2013-07-25,0,37
2013-01-17,152,19
2013-07-27,0,34
2013-07-26,0,36
2013-07-29,0,44
2013-02-17,481,88
2013-01-18,321,67
2013-01-19,347,53
2013-01-31,394,143
2013-05-29,45,82
2013-09-07,33,167
2013-05-28,46,79
2013-04-28,101,119
2013-04-29,104,145
2013-05-26,41,74
2013-04-24,53,72
2013-04-25,53,80
2013-04-26,55,57
2013-04-27,63,76
2013-04-20,50,71
2013-05-25,52,66
2013-04-22,50,68
2013-04-23,61,87
2013-06-01,42,53
2013-06-02,39,52
2013-06-03,28,72
2013-03-29,97,135
2013-03-28,94,120
2013-06-06,57,86
2013-06-07,52,96
2013-03-25,125,232
2013-03-24,134,193
2013-03-27,85,123
2013-03-26,92,166
2013-03-21,79,101
2013-03-20,103,149
2013-03-23,111,191
2013-03-22,105,321
2013-07-14,0,42
2013-06-08,40,63
2013-07-16,0,49
2013-07-17,0,37
2013-07-10,0,205
2013-07-11,0,93
2013-07-12,0,65
2013-07-13,0,43
2013-02-04,299,124
2013-02-05,309,87
2013-02-06,274,57
2013-02-07,364,0
2013-07-18,0,33
2013-02-01,277,94
2013-02-02,273,104
2013-02-03,296,105
2013-09-01,44,93
2013-04-30,62,88
2013-04-13,64,81
2013-02-09,193,0
2013-03-10,128,188
2013-06-16,45,90
2013-07-09,1,395
2013-03-13,156,251
2013-03-14,124,203
2013-03-15,107,212
2013-03-16,99,136
2013-03-17,93,127
2013-03-18,91,145
2013-07-02,0,48
2013-07-01,0,44
2013-07-07,0,28
2013-07-06,0,35
2013-07-05,0,38
2013-06-18,0,79
2013-02-13,284,64
2013-02-12,283,74
2013-02-11,280,38
2013-02-10,216,0
2013-01-30,417,155
2013-02-16,470,84
2013-02-15,760,200
2013-02-14,976,190
2013-05-27,51,94
2013-02-08,311,0
2013-02-19,481,895
2013-02-18,732,702
2013-05-23,50,76
2013-05-22,63,91
2013-05-21,71,181
2013-05-20,66,152
2013-06-14,37,67
2013-07-15,0,53
2013-05-08,56,85
2013-05-30,39,67
2013-08-08,54,60
2013-05-31,40,72
2013-08-06,32,53
2013-08-07,43,65
2013-08-04,34,44
2013-08-05,54,51
2013-08-02,29,51
2013-08-03,27,50
2013-08-01,48,60
2013-03-07,151,253
2013-03-06,179,325
2013-03-05,188,241
2013-01-28,462,163
2013-03-03,176,190
2013-03-02,149,190
2013-03-01,179,238
2013-01-23,3486,1177
2013-01-22,1464,167
2013-01-21,415,76
2013-01-20,356,116
2013-01-27,420,138
2013-01-26,454,163
2013-01-25,565,198
2013-01-24,981,315
2013-04-09,74,97
2013-06-17,47,157
2013-06-10,44,58
2013-08-09,34,37
2013-09-06,44,115
2013-08-19,25,59
2013-08-18,40,57
2013-08-15,44,59
2013-08-14,37,55
2013-08-17,50,51
2013-08-16,48,67
2013-08-11,39,49
2013-08-10,37,40
2013-08-13,44,57
2013-08-12,35,58
2013-06-15,37,65
2013-07-04,0,46
2013-07-24,0,33
2013-05-24,55,72
2013-08-23,30,59
2013-01-29,382,143
2013-08-20,39,60
2013-08-21,43,63
2013-08-22,38,77
2013-03-04,162,202
2013-08-24,33,48
2013-08-25,50,64
2013-08-26,42,79
2013-08-27,36,56
2013-08-28,47,78
2013-08-29,85,173
2013-03-11,117,210
2013-06-13,42,56
2013-04-21,49,76
2013-05-16,72,88
2013-05-17,56,89
2013-05-14,59,102
2013-05-15,72,91
2013-05-12,57,66
2013-05-13,73,92
2013-05-10,48,68
2013-05-11,57,85
2013-06-22,0,60
2013-05-18,49,64
2013-05-19,58,73
2013-06-12,46,72
2013-03-09,128,211
2013-08-31,57,95
2013-08-30,49,99
2013-03-08,136,206
2013-07-30,8,85
2013-04-12,63,79
2013-06-05,49,74
2013-05-05,61,80
2013-05-04,64,83
2013-05-07,63,86
2013-05-06,70,87
2013-05-01,63,93
2013-05-03,69,94
2013-05-02,63,86
2013-07-19,1,38
2013-05-09,53,67
2013-03-12,157,233
2013-04-08,75,109
2013-07-08,1,53
2013-04-02,102,134
2013-04-03,106,158
2013-04-01,80,124
2013-04-06,76,107
2013-04-07,91,125
2013-04-04,83,111
2013-04-05,61,102
2013-06-04,46,60
2013-06-11,42,61
2013-06-28,0,39
2013-06-29,0,33
2013-06-26,4,63
2013-06-27,0,47
2013-06-24,0,54
2013-06-25,0,61
2013-04-14,57,85
2013-06-23,0,52
2013-06-20,0,53
2013-06-21,0,55
2013-07-03,0,38
2013-02-28,206,379
2013-07-31,55,77
2013-03-19,80,145
2013-02-22,373,385
2013-02-23,263,308
2013-02-20,421,552
2013-02-21,426,498
2013-02-26,255,371
2013-02-27,297,465
2013-02-24,248,323
2013-02-25,230,366
