Date,start_time_DI,last_event_DI
2013-04-17,45,74
2013-09-05,72,119
2013-07-06,0,18
2013-04-19,43,50
2013-04-18,43,74
2013-07-05,0,34
2013-04-25,0,36
2013-09-01,104,122
2013-04-10,71,82
2013-09-03,84,132
2013-09-02,84,126
2013-04-15,69,97
2013-09-04,97,126
2013-09-07,67,170
2013-09-06,66,141
2013-06-09,0,27
2013-04-16,38,79
2013-07-14,0,24
2013-06-30,0,37
2013-03-30,128,210
2013-03-31,105,167
2013-01-12,148,90
2013-07-20,92,66
2013-01-10,247,144
2013-01-11,142,96
2013-01-16,134,82
2013-01-17,133,79
2013-01-14,150,72
2013-07-26,200,140
2013-07-29,176,128
2013-07-28,109,84
2013-01-18,154,97
2013-01-19,132,75
2013-02-16,166,68
2013-05-29,0,16
2013-05-28,0,21
2013-04-28,0,41
2013-04-29,0,35
2013-05-26,0,15
2013-04-24,0,51
2013-06-04,1,25
2013-04-26,0,24
2013-04-27,0,26
2013-04-20,39,65
2013-04-21,53,83
2013-04-22,42,88
2013-04-23,0,46
2013-06-01,0,21
2013-06-02,0,19
2013-06-03,0,23
2013-03-29,125,128
2013-03-28,79,129
2013-06-06,0,42
2013-06-07,0,40
2013-03-25,102,209
2013-03-24,166,234
2013-03-27,102,134
2013-03-26,92,143
2013-03-21,122,169
2013-03-20,110,189
2013-03-23,91,136
2013-03-22,82,164
2013-01-01,141,69
2013-06-08,0,22
2013-01-03,207,96
2013-07-17,0,18
2013-07-10,0,67
2013-02-09,111,0
2013-01-07,243,103
2013-01-06,153,84
2013-01-09,219,97
2013-02-05,162,97
2013-02-06,152,54
2013-02-07,144,0
2013-07-18,16,32
2013-02-01,135,88
2013-02-02,155,107
2013-02-03,135,89
2013-07-11,0,35
2013-04-11,82,95
2013-04-30,0,39
2013-07-09,0,44
2013-04-13,55,80
2013-03-10,132,54
2013-03-11,170,63
2013-03-12,304,253
2013-03-13,313,397
2013-06-13,0,18
2013-03-15,162,241
2013-03-16,128,170
2013-03-17,129,197
2013-03-18,130,190
2013-03-19,134,202
2013-07-01,0,35
2013-07-07,0,24
2013-07-16,0,24
2013-06-19,0,29
2013-04-14,56,101
2013-02-13,144,61
2013-02-12,170,85
2013-02-11,135,27
2013-01-02,170,90
2013-02-17,125,63
2013-01-31,163,107
2013-02-15,193,98
2013-02-14,208,100
2013-05-27,0,24
2013-02-08,118,0
