Date,start_time_DI,last_event_DI
2013-05-12,840,983
2013-05-13,1146,1298
2013-05-10,946,1309
2013-05-11,860,1124
2013-05-18,815,1635
2013-05-19,1005,1729
2012-10-19,2307,1328
2012-10-18,2397,1582
2012-10-11,2389,1178
2012-10-10,2330,1418
2012-10-13,1849,790
2012-10-12,2109,1022
2012-10-15,6766,3125
2012-10-14,3683,1076
2012-10-17,3106,2060
2012-10-16,4639,3339
2013-04-08,1178,1694
2013-04-09,1024,1423
2013-04-02,1468,2113
2013-04-03,1546,2074
2013-04-01,1579,2235
2013-04-06,997,1367
2013-04-07,1135,1535
2013-04-04,1390,1750
2013-04-05,1218,1666
2012-07-31,1548,339
2012-07-30,2105,485
2013-07-21,400,684
2013-01-13,1642,757
2013-01-10,2207,879
2013-07-22,432,832
2013-01-16,1850,835
2013-07-24,443,886
2013-07-27,837,1198
2013-07-26,1471,1807
2013-07-29,977,1635
2013-07-28,658,983
2013-01-18,2199,948
2013-01-19,1952,851
2013-03-29,1785,1911
2013-03-28,1295,2049
2013-03-25,1537,2428
2013-03-24,1548,2051
2013-03-27,1522,2068
2013-03-26,1562,2135
2013-03-21,1481,2224
2013-03-20,1646,2666
2013-03-23,1084,1697
2013-03-22,1233,2104
2013-06-17,793,1482
2013-06-16,654,1082
2013-06-15,554,864
2013-06-14,573,967
2013-06-13,749,1276
2013-06-12,773,1320
2013-06-11,742,1299
2013-06-10,842,1322
2013-06-19,678,1141
2013-06-18,762,1267
2012-09-26,2374,1088
2013-02-12,3409,2326
2013-02-11,2751,893
2012-09-25,1812,560
2013-02-17,2462,1572
2013-02-16,2460,1546
2013-02-15,4436,2896
2013-02-14,5810,2738
2013-02-19,2862,2710
2013-02-18,3076,2433
2012-09-28,2192,827
2012-09-29,1530,594
2013-08-19,538,866
2013-08-18,468,737
2013-08-15,534,970
2013-08-14,505,904
2013-08-17,441,656
2013-08-16,521,861
2013-08-11,431,944
2013-08-10,423,830
2013-08-13,588,867
2013-08-12,526,818
2012-08-18,5531,1642
2012-08-19,3375,795
2012-08-14,2207,512
2012-08-15,1635,351
2012-08-16,6369,805
2012-08-17,10165,2083
2012-08-10,900,205
2012-08-11,842,202
2012-08-12,2883,501
2012-08-13,5247,1231
2012-12-24,1613,467
2012-12-31,1203,365
2012-12-30,1390,335
2013-05-05,950,1169
2013-05-04,991,1061
2013-05-07,1051,1362
2013-05-06,1185,1542
2013-05-01,1077,1257
2013-05-03,1177,1314
2013-05-02,1069,1286
2013-05-09,967,1210
2013-05-08,1033,1244
2012-11-30,748,333
2012-10-28,1208,983
2012-10-29,1437,1147
2012-10-24,1749,1274
2012-10-25,1716,1372
2012-10-26,1211,993
2012-10-27,1043,786
2012-10-20,1608,1118
2012-10-21,1850,1507
2012-10-22,2301,2147
2012-10-23,1769,1864
2013-06-28,410,866
2013-06-29,434,880
2013-06-26,559,1028
2013-06-27,476,873
2013-06-24,670,1238
2013-06-25,549,1211
2013-06-22,570,971
2013-06-23,460,1005
2013-06-20,501,1073
2013-06-21,596,1047
2013-02-28,2148,1722
2013-02-22,2725,2213
2013-02-23,1797,1459
2013-02-20,2947,2396
2013-02-21,3344,2524
2013-02-26,2421,2131
2013-02-27,2856,2226
2013-02-24,1904,1659
2013-02-25,2287,2082
