Date,start_time_DI,last_event_DI
2013-09-05,2,20
2013-07-06,0,8
2013-04-19,46,94
2013-04-18,65,125
2013-06-09,0,10
2013-04-11,67,18
2013-04-10,60,15
2013-09-03,0,13
2013-09-02,0,20
2013-04-15,107,85
2013-04-14,98,40
2013-04-17,67,58
2013-04-16,85,82
2013-09-04,0,11
2013-06-30,0,14
2013-03-30,351,126
2013-03-31,150,45
2013-07-21,0,9
2013-07-20,0,7
2013-07-23,0,9
2013-07-22,0,12
2013-07-25,0,12
2013-07-24,0,13
2013-07-08,0,13
2013-07-26,0,27
2013-07-29,0,41
2013-07-28,0,27
2013-04-28,40,62
2013-04-29,62,146
2013-04-24,33,65
2013-04-25,57,60
2013-04-26,40,63
2013-04-27,39,42
2013-04-20,51,48
2013-04-21,49,75
2013-04-22,41,59
2013-04-23,40,84
2013-06-01,24,29
2013-06-02,20,31
2013-06-03,16,30
2013-03-29,281,42
2013-03-28,81,34
2013-06-06,0,22
2013-06-07,0,8
2013-03-25,74,25
2013-03-24,61,17
2013-03-27,74,23
2013-03-26,60,21
2013-03-21,62,24
2013-03-20,72,27
2013-03-23,41,15
2013-03-22,43,14
2013-07-14,0,10
2013-06-08,0,18
2013-07-16,0,9
2013-07-17,0,9
2013-07-10,1,11
2013-07-11,0,9
2013-07-12,0,7
2013-07-13,0,7
2013-05-30,32,32
2013-05-31,16,23
2013-07-18,0,11
2013-07-19,0,10
2013-09-01,0,15
2013-04-30,41,107
2013-07-09,0,6
2013-04-13,71,22
2013-09-06,0,11
2013-06-17,0,67
2013-03-11,48,17
2013-03-12,65,20
2013-03-13,77,25
2013-03-14,50,19
2013-03-15,46,17
2013-06-11,0,14
2013-03-17,65,23
2013-07-03,0,14
2013-07-02,1,15
2013-07-01,0,12
2013-07-07,0,7
2013-06-19,0,15
2013-07-05,0,11
2013-06-18,0,14
2013-09-07,0,16
2013-05-29,22,34
2013-05-28,26,61
2013-05-27,42,52
2013-05-26,22,22
2013-05-25,26,35
2013-05-24,35,37
2013-05-23,42,43
2013-05-22,48,46
2013-05-21,42,38
2013-05-20,22,33
2013-07-15,0,15
2013-06-25,0,8
2013-08-08,0,12
2013-08-09,0,11
2013-08-06,2,21
2013-08-07,1,13
2013-08-04,0,15
2013-08-05,5,11
2013-08-02,0,17
2013-08-03,0,23
2013-08-01,0,27
2013-03-07,59,24
2013-03-06,54,20
2013-03-05,52,14
2013-03-04,55,9
2013-03-03,44,17
2013-03-02,36,11
2013-03-01,53,16
2013-03-09,33,16
2013-03-08,39,20
2013-06-16,0,60
2013-08-19,0,16
2013-08-18,0,12
2013-08-15,0,9
2013-08-14,0,15
2013-08-17,0,8
2013-08-16,0,8
2013-08-11,0,15
2013-08-10,0,11
2013-08-13,0,8
2013-08-12,0,16
2013-06-15,0,9
2013-07-04,0,11
2013-07-27,0,19
2013-03-10,47,10
2013-08-20,0,13
2013-08-21,0,13
2013-08-22,0,14
2013-08-23,0,12
2013-08-24,0,8
2013-06-14,0,11
2013-08-26,0,23
2013-08-27,1,17
2013-08-28,0,12
2013-08-29,0,22
2013-06-13,1,7
2013-05-16,21,37
2013-05-17,18,35
2013-05-14,25,55
2013-05-15,15,27
2013-05-12,21,48
2013-05-13,27,64
2013-05-10,23,53
2013-05-11,18,28
2013-05-18,22,24
2013-05-19,18,36
2013-06-12,0,20
2013-08-31,0,23
2013-08-30,0,25
2013-02-28,53,19
2013-04-12,69,24
2013-06-05,0,20
2013-05-05,19,54
2013-05-04,31,50
2013-05-07,22,82
2013-05-06,31,93
2013-05-01,35,74
2013-05-03,40,61
2013-05-02,43,52
2013-05-09,25,34
2013-05-08,15,50
2013-04-08,78,20
2013-04-09,63,24
2013-04-02,125,42
2013-04-03,118,42
2013-04-01,172,45
2013-04-06,51,14
2013-04-07,65,31
2013-04-04,96,25
2013-04-05,60,22
2013-06-04,0,28
2013-03-16,33,11
2013-06-28,0,6
2013-06-29,0,7
2013-06-26,0,10
2013-06-27,0,9
2013-06-24,1,17
2013-06-10,0,11
2013-06-22,0,13
2013-06-23,0,9
2013-06-20,0,14
2013-06-21,0,12
2013-03-18,78,23
2013-07-30,0,46
2013-07-31,1,29
2013-03-19,57,17
2013-08-25,0,9
2013-02-26,109,22
2013-02-27,77,23
2013-02-25,79,8
