Country,registered,viewed,explored,certified,grade,nevents,ndays_act,nplay_video,nchapters,nforum_posts,registered_avg,viewed_avg,explored_avg,certified_avg,grade_avg,nevents_avg,ndays_act_avg,nplay_video_avg,nchapters_avg,nforum_posts_avg
Canada,361.0,226.0,35.0,14.0,16.16,211579.0,2727.0,24477.0,950.0,19.0,1.0,0.626038781163,0.0969529085873,0.0387811634349,0.0495705521472,663.257053292,7.97368421053,138.288135593,4.27927927928,0.0526315789474
Other South Asia,430.0,267.0,24.0,11.0,11.75,147196.0,2218.0,19477.0,859.0,0.0,1.0,0.620930232558,0.0558139534884,0.0255813953488,0.0304404145078,382.327272727,5.38349514563,92.7476190476,3.22932330827,0.0
Bangladesh,58.0,27.0,0.0,0.0,0.96,3227.0,142.0,189.0,62.0,0.0,1.0,0.465517241379,0.0,0.0,0.0457142857143,70.152173913,2.58181818182,18.9,2.2962962963,0.0
Other South America,267.0,170.0,11.0,7.0,8.48,84962.0,1328.0,10409.0,497.0,6.0,1.0,0.63670411985,0.0411985018727,0.0262172284644,0.0347540983607,358.489451477,5.06870229008,78.8560606061,2.94082840237,0.0224719101124
France,123.0,91.0,20.0,15.0,15.02,100073.0,1206.0,9610.0,512.0,0.0,1.0,0.739837398374,0.162601626016,0.121951219512,0.131754385965,877.833333333,9.96694214876,133.472222222,5.68888888889,0.0
Nigeria,86.0,45.0,1.0,0.0,1.11,15603.0,357.0,1027.0,139.0,0.0,1.0,0.523255813953,0.0116279069767,0.0,0.0181967213115,202.636363636,4.35365853659,31.1212121212,3.08888888889,0.0
Other Europe,1690.0,1176.0,175.0,115.0,114.81,1240702.0,14059.0,171948.0,5391.0,109.0,1.0,0.695857988166,0.103550295858,0.0680473372781,0.0691210114389,817.865524061,8.59877675841,181.571277719,4.59199318569,0.0644970414201
Other East Asia,183.0,107.0,14.0,7.0,6.77,81966.0,1133.0,11552.0,427.0,0.0,1.0,0.584699453552,0.0765027322404,0.0382513661202,0.0402976190476,499.792682927,6.32960893855,129.797752809,3.91743119266,0.0
"Other North & Central Amer., Caribbean",92.0,52.0,6.0,4.0,3.81,33707.0,498.0,2688.0,196.0,0.0,1.0,0.565217391304,0.0652173913043,0.0434782608696,0.0501315789474,443.513157895,5.85882352941,67.2,3.76923076923,0.0
Australia,155.0,96.0,10.0,5.0,6.22,72630.0,1002.0,8921.0,340.0,0.0,1.0,0.61935483871,0.0645161290323,0.0322580645161,0.0434965034965,546.090225564,6.81632653061,112.924050633,3.57894736842,0.0
Germany,363.0,256.0,35.0,16.0,18.51,243957.0,2803.0,33825.0,1145.0,6.0,1.0,0.70523415978,0.0964187327824,0.0440771349862,0.052735042735,746.04587156,7.89577464789,146.428571429,4.45525291829,0.0165289256198
Russian Federation,402.0,271.0,49.0,33.0,30.76,325334.0,4269.0,45029.0,1358.0,9.0,1.0,0.674129353234,0.121890547264,0.0820895522388,0.0774811083123,901.202216066,11.0310077519,201.022321429,4.93818181818,0.0223880597015
China,197.0,131.0,6.0,1.0,3.0,43377.0,823.0,6025.0,386.0,0.0,1.0,0.664974619289,0.0304568527919,0.00507614213198,0.0212765957447,229.507936508,4.19897959184,162.837837838,2.96923076923,0.0
Philippines,111.0,61.0,3.0,2.0,2.09,24185.0,413.0,2870.0,171.0,0.0,1.0,0.54954954955,0.027027027027,0.018018018018,0.0245882352941,265.769230769,3.89622641509,62.3913043478,2.80327868852,0.0
