Country,registered,viewed,explored,certified,grade,nevents,ndays_act,nplay_video,nchapters,nforum_posts,registered_avg,viewed_avg,explored_avg,certified_avg,grade_avg,nevents_avg,ndays_act_avg,nplay_video_avg,nchapters_avg,nforum_posts_avg
Canada,1113.0,1061.0,52.0,26.0,31.26,563884.0,6549.0,49938.0,2824.0,16.0,1.0,0.953279424978,0.0467205750225,0.0233602875112,0.0328016789087,581.32371134,6.09209302326,68.5020576132,3.39423076923,0.0143755615454
Other South Asia,1100.0,1050.0,41.0,18.0,21.69,358367.0,5316.0,36787.0,2505.0,5.0,1.0,0.954545454545,0.0372727272727,0.0163636363636,0.0235760869565,363.455375254,4.94511627907,55.9072948328,3.21979434447,0.00454545454545
Bangladesh,468.0,446.0,13.0,5.0,5.67,77774.0,1697.0,4440.0,803.0,0.0,1.0,0.952991452991,0.0277777777778,0.0106837606838,0.0135,219.700564972,3.72149122807,29.0196078431,2.71283783784,0.0
Other South America,986.0,951.0,48.0,14.0,23.71,424391.0,5837.0,47626.0,2415.0,32.0,1.0,0.964503042596,0.0486815415822,0.0141987829615,0.026912599319,493.477906977,6.02373581011,78.5907590759,3.32644628099,0.0324543610548
France,434.0,412.0,24.0,10.0,12.15,206366.0,2439.0,21410.0,1126.0,0.0,1.0,0.94930875576,0.0552995391705,0.0230414746544,0.0321428571429,525.1043257,5.77962085308,83.9607843137,3.75333333333,0.0
Other East Asia,595.0,569.0,23.0,10.0,11.53,210348.0,3092.0,24795.0,1436.0,0.0,1.0,0.956302521008,0.0386554621849,0.0168067226891,0.0225636007828,403.738963532,5.31271477663,62.6136363636,3.26363636364,0.0
Other Oceania,34.0,32.0,1.0,1.0,0.73,13448.0,181.0,1314.0,91.0,0.0,1.0,0.941176470588,0.0294117647059,0.0294117647059,0.0243333333333,433.806451613,5.48484848485,59.7272727273,3.25,0.0
Other Europe,4320.0,4125.0,304.0,150.0,184.01,2761302.0,30810.0,236156.0,13252.0,21.0,1.0,0.954861111111,0.0703703703704,0.0347222222222,0.0483600525624,726.658421053,7.32350843832,80.4620102215,3.97004194128,0.00486111111111
Nigeria,599.0,577.0,5.0,0.0,2.2,78994.0,1879.0,12259.0,956.0,0.0,1.0,0.9632721202,0.00834724540902,0.0,0.00407407407407,151.619961612,3.27351916376,44.0971223022,2.56989247312,0.0
"Other North & Central Amer., Caribbean",489.0,460.0,14.0,7.0,8.9,151159.0,2377.0,18545.0,1016.0,0.0,1.0,0.940695296524,0.0286298568507,0.0143149284254,0.0205069124424,358.196682464,5.05744680851,62.8644067797,2.9111747851,0.0
Australia,454.0,429.0,22.0,14.0,16.16,213450.0,2629.0,14916.0,1115.0,0.0,1.0,0.944933920705,0.0484581497797,0.0308370044053,0.0415424164524,548.714652956,6.04367816092,54.0434782609,3.47352024922,0.0
Germany,708.0,682.0,44.0,24.0,31.64,439158.0,4778.0,40620.0,2194.0,0.0,1.0,0.963276836158,0.0621468926554,0.0338983050847,0.0511147011309,695.971473851,6.87482014388,81.24,3.95315315315,0.0
Russian Federation,1121.0,1074.0,140.0,89.0,99.16,1213355.0,13611.0,127379.0,4343.0,15.0,1.0,0.958073148974,0.124888492417,0.0793933987511,0.0979841897233,1283.97354497,12.4074749316,164.572351421,4.94084186576,0.0133809099019
China,692.0,664.0,14.0,4.0,6.32,124263.0,2365.0,6152.0,1373.0,0.0,1.0,0.959537572254,0.0202312138728,0.00578034682081,0.011185840708,197.871019108,3.51411589896,35.3563218391,2.595463138,0.0
Philippines,402.0,378.0,6.0,3.0,2.93,84544.0,1281.0,7716.0,636.0,0.0,1.0,0.940298507463,0.0149253731343,0.00746268656716,0.00901538461538,245.76744186,3.31865284974,38.3880597015,2.55421686747,0.0
Spain,801.0,764.0,81.0,54.0,56.45,706215.0,7465.0,52525.0,2817.0,6.0,1.0,0.953807740325,0.101123595506,0.0674157303371,0.0786211699164,1014.67672414,9.55825864277,98.1775700935,4.5072,0.00749063670412
