Country,registered,viewed,explored,certified,grade,nevents,ndays_act,nplay_video,nchapters,nforum_posts,registered_avg,viewed_avg,explored_avg,certified_avg,grade_avg,nevents_avg,ndays_act_avg,nplay_video_avg,nchapters_avg,nforum_posts_avg
Canada,92.0,58.0,11.0,4.0,4.71,44286.0,618.0,4957.0,213.0,0.0,1.0,0.630434782609,0.119565217391,0.0434782608696,0.07359375,497.595505618,6.71739130435,99.14,3.6724137931,0.0
Other South Asia,141.0,94.0,11.0,5.0,5.93,52386.0,922.0,5005.0,314.0,0.0,1.0,0.666666666667,0.0780141843972,0.0354609929078,0.04744,388.044444444,6.58571428571,71.5,3.30526315789,0.0
Other South America,187.0,134.0,21.0,7.0,9.23,105884.0,1146.0,11348.0,466.0,0.0,1.0,0.716577540107,0.112299465241,0.0374331550802,0.0507142857143,572.345945946,6.12834224599,104.110091743,3.45185185185,0.0
France,60.0,41.0,5.0,1.0,1.04,16082.0,293.0,2244.0,130.0,0.0,1.0,0.683333333333,0.0833333333333,0.0166666666667,0.0212244897959,272.576271186,4.88333333333,64.1142857143,3.17073170732,0.0
Other East Asia,32.0,16.0,3.0,0.0,0.24,6422.0,102.0,851.0,48.0,0.0,1.0,0.5,0.09375,0.0,0.015,214.066666667,3.29032258065,53.1875,3.0,0.0
Other Europe,438.0,326.0,42.0,27.0,26.26,273814.0,3163.0,27252.0,1120.0,5.0,1.0,0.744292237443,0.0958904109589,0.0616438356164,0.0610697674419,650.389548694,7.39018691589,98.0287769784,3.4250764526,0.0114155251142
Nigeria,35.0,23.0,2.0,0.0,0.47,12321.0,240.0,2591.0,69.0,0.0,1.0,0.657142857143,0.0571428571429,0.0,0.0391666666667,373.363636364,7.27272727273,143.944444444,3.0,0.0
"Other North & Central Amer., Caribbean",30.0,18.0,1.0,1.0,1.19,12030.0,178.0,1165.0,53.0,0.0,1.0,0.6,0.0333333333333,0.0333333333333,0.0396666666667,414.827586207,5.93333333333,77.6666666667,2.78947368421,0.0
Australia,15.0,11.0,2.0,0.0,0.25,4371.0,94.0,342.0,33.0,0.0,1.0,0.733333333333,0.133333333333,0.0,0.05,291.4,6.26666666667,38.0,2.75,0.0
China,52.0,30.0,0.0,0.0,0.0,2437.0,118.0,70.0,62.0,0.0,1.0,0.576923076923,0.0,0.0,0.0,49.7346938776,2.26923076923,10.0,1.9375,0.0
Russian Federation,71.0,47.0,9.0,6.0,6.28,62098.0,622.0,7392.0,182.0,0.0,1.0,0.661971830986,0.12676056338,0.0845070422535,0.0966153846154,940.878787879,9.01449275362,205.333333333,3.79166666667,0.0
Germany,70.0,53.0,9.0,5.0,4.78,55756.0,534.0,6298.0,202.0,0.0,1.0,0.757142857143,0.128571428571,0.0714285714286,0.0682857142857,808.057971014,7.62857142857,136.913043478,3.81132075472,0.0
Philippines,10.0,6.0,1.0,0.0,0.18,2347.0,54.0,226.0,20.0,0.0,1.0,0.6,0.1,0.0,0.018,234.7,5.4,37.6666666667,3.33333333333,0.0
Spain,276.0,217.0,57.0,35.0,36.62,318288.0,3125.0,29615.0,1057.0,6.0,1.0,0.786231884058,0.20652173913,0.126811594203,0.135129151292,1174.49446494,11.3224637681,151.096938776,4.82648401826,0.0217391304348
Ukraine,7.0,5.0,0.0,0.0,0,448.0,22.0,35.0,13.0,0.0,1.0,0.714285714286,0.0,0.0,0,64.0,3.14285714286,8.75,2.6,0.0
Poland,62.0,50.0,13.0,6.0,6.89,46580.0,662.0,5110.0,227.0,0.0,1.0,0.806451612903,0.209677419355,0.0967741935484,0.111129032258,803.103448276,10.6774193548,111.086956522,4.45098039216,0.0
Indonesia,7.0,2.0,0.0,0.0,0.0,111.0,19.0,6.0,2.0,0.0,1.0,0.285714285714,0.0,0.0,0.0,15.8571428571,2.71428571429,6.0,1.0,0.0
United States,1263.0,842.0,99.0,43.0,53.13,585236.0,8044.0,58611.0,2599.0,22.0,1.0,0.666666666667,0.0783847980998,0.034045922407,0.0440912863071,485.270315091,6.48186946011,83.0184135977,3.06485849057,0.0174188440222
Morocco,5.0,1.0,1.0,1.0,0.63,3524.0,58.0,435.0,12.0,0.0,1.0,0.2,0.2,0.2,0.126,704.8,11.6,435.0,12.0,0.0
Unknown/Other,75.0,12.0,2.0,0.0,0.45,1316.0,44.0,140.0,33.0,0.0,1.0,0.16,0.0266666666667,0.0,0.01875,77.4117647059,2.44444444444,17.5,2.53846153846,0.0
Other Africa,147.0,89.0,7.0,1.0,1.44,32690.0,601.0,5530.0,266.0,0.0,1.0,0.605442176871,0.047619047619,0.00680272108844,0.0114285714286,228.601398601,4.2027972028,81.3235294118,3.02272727273,0.0
Brazil,350.0,246.0,41.0,20.0,22.72,257008.0,2872.0,24563.0,861.0,6.0,1.0,0.702857142857,0.117142857143,0.0571428571429,0.0692682926829,753.68914956,8.30057803468,115.863207547,3.47177419355,0.0171428571429
Pakistan,97.0,57.0,5.0,2.0,1.8,16980.0,393.0,557.0,152.0,0.0,1.0,0.587628865979,0.0515463917526,0.020618556701,0.0185567010309,178.736842105,4.13684210526,42.8461538462,2.66666666667,0.0
Portugal,16.0,14.0,1.0,1.0,1.21,5486.0,80.0,473.0,39.0,0.0,1.0,0.875,0.0625,0.0625,0.11,342.875,5.0,39.4166666667,3.0,0.0
Mexico,44.0,31.0,4.0,2.0,2.51,16446.0,243.0,1330.0,94.0,0.0,1.0,0.704545454545,0.0909090909091,0.0454545454545,0.0678378378378,382.465116279,5.6511627907,53.2,3.13333333333,0.0
Egypt,108.0,77.0,3.0,0.0,0.08,13446.0,337.0,2568.0,134.0,0.0,1.0,0.712962962963,0.0277777777778,0.0,0.00242424242424,125.663551402,3.14953271028,50.3529411765,1.74025974026,0.0
India,1449.0,1009.0,166.0,63.0,77.55,638392.0,9158.0,72413.0,3652.0,48.0,1.0,0.696342305038,0.114561766736,0.0434782608696,0.0535196687371,455.019244476,6.4221598878,91.7782002535,3.59802955665,0.0331262939959
Other Middle East/Central Asia,177.0,112.0,4.0,1.0,1.84,43065.0,753.0,4897.0,269.0,0.0,1.0,0.632768361582,0.0225988700565,0.00564971751412,0.0138345864662,247.5,4.25423728814,68.0138888889,2.38053097345,0.0
United Kingdom,181.0,122.0,16.0,6.0,8.16,96718.0,1172.0,8107.0,414.0,0.0,1.0,0.674033149171,0.0883977900552,0.0331491712707,0.0482840236686,555.850574713,6.62146892655,77.9519230769,3.39344262295,0.0
Colombia,114.0,82.0,16.0,6.0,7.47,76537.0,959.0,7409.0,326.0,0.0,1.0,0.719298245614,0.140350877193,0.0526315789474,0.0655263157895,689.522522523,8.48672566372,97.4868421053,3.92771084337,0.0
