Country,registered,viewed,explored,certified,grade,nevents,ndays_act,nplay_video,nchapters,nforum_posts,registered_avg,viewed_avg,explored_avg,certified_avg,grade_avg,nevents_avg,ndays_act_avg,nplay_video_avg,nchapters_avg,nforum_posts_avg
Australia,82.0,29.0,3.0,1.0,1.17,20382.0,322.0,2922.0,135.0,0.0,1.0,0.353658536585,0.0365853658537,0.0121951219512,0.0174626865672,313.569230769,4.025,112.384615385,4.5,0.0
Germany,304.0,170.0,8.0,5.0,6.19,94077.0,1452.0,12670.0,690.0,0.0,1.0,0.559210526316,0.0263157894737,0.0164473684211,0.023446969697,357.707224335,4.92203389831,81.7419354839,3.94285714286,0.0
Russian Federation,456.0,264.0,42.0,32.0,31.3,367893.0,4388.0,68281.0,1428.0,0.0,1.0,0.578947368421,0.0921052631579,0.0701754385965,0.0778606965174,938.50255102,9.81655480984,286.894957983,5.26937269373,0.0
China,201.0,103.0,8.0,6.0,4.25,53524.0,754.0,4488.0,357.0,0.0,1.0,0.512437810945,0.0398009950249,0.0298507462687,0.0310218978102,302.395480226,3.82741116751,104.372093023,3.3679245283,0.0
Philippines,117.0,44.0,5.0,3.0,3.33,28926.0,460.0,3425.0,201.0,0.0,1.0,0.376068376068,0.042735042735,0.025641025641,0.0323300970874,292.181818182,3.96551724138,92.5675675676,4.56818181818,0.0
Spain,331.0,180.0,24.0,18.0,18.88,222565.0,2457.0,42163.0,904.0,0.0,1.0,0.543806646526,0.0725075528701,0.0543806646526,0.0653287197232,812.281021898,7.53680981595,260.265432099,4.93989071038,0.0
Ukraine,122.0,68.0,13.0,8.0,8.72,107349.0,1228.0,18783.0,414.0,0.0,1.0,0.55737704918,0.106557377049,0.0655737704918,0.0863366336634,1095.39795918,10.2333333333,288.969230769,6.08823529412,0.0
Poland,341.0,224.0,47.0,43.0,38.05,325969.0,3492.0,49201.0,1455.0,0.0,1.0,0.656891495601,0.137829912023,0.126099706745,0.123538961039,1075.80528053,10.3008849558,232.080188679,6.43805309735,0.0
Indonesia,68.0,33.0,3.0,2.0,1.73,20909.0,347.0,2128.0,124.0,0.0,1.0,0.485294117647,0.0441176470588,0.0294117647059,0.0314545454545,394.509433962,5.17910447761,78.8148148148,3.75757575758,0.0
United States,4477.0,2126.0,127.0,60.0,66.74,1144875.0,19646.0,159914.0,7858.0,9.0,1.0,0.474871565781,0.0283672101854,0.0134018315836,0.020060114217,312.380627558,4.61065477587,82.7284014485,3.61953017043,0.00201027473755
Morocco,245.0,113.0,7.0,4.0,4.21,41227.0,958.0,6223.0,402.0,0.0,1.0,0.461224489796,0.0285714285714,0.0163265306122,0.0190497737557,186.547511312,3.97510373444,66.2021276596,3.62162162162,0.0
Unknown/Other,830.0,68.0,5.0,2.0,2.27,24535.0,543.0,2546.0,268.0,0.0,1.0,0.0819277108434,0.00602409638554,0.00240963855422,0.00364951768489,225.091743119,4.2421875,55.347826087,3.88405797101,0.0
Other Africa,686.0,311.0,30.0,14.0,13.06,178282.0,3130.0,26977.0,1247.0,0.0,1.0,0.453352769679,0.0437317784257,0.0204081632653,0.0225172413793,301.661590525,4.70676691729,102.185606061,3.9213836478,0.0
Brazil,593.0,309.0,19.0,6.0,9.59,168928.0,2914.0,22237.0,1132.0,0.0,1.0,0.52107925801,0.0320404721754,0.0101180438449,0.01895256917,326.746615087,5.02413793103,79.9892086331,3.59365079365,0.0
Pakistan,725.0,306.0,19.0,10.0,11.04,81081.0,2366.0,2988.0,1051.0,0.0,1.0,0.422068965517,0.0262068965517,0.0137931034483,0.0172769953052,138.6,3.41907514451,33.5730337079,3.44590163934,0.0
Portugal,74.0,38.0,2.0,2.0,2.28,22931.0,434.0,3447.0,157.0,0.0,1.0,0.513513513514,0.027027027027,0.027027027027,0.0393103448276,382.183333333,5.94520547945,98.4857142857,4.13157894737,0.0
Mexico,281.0,148.0,6.0,4.0,3.91,62926.0,1196.0,7823.0,497.0,0.0,1.0,0.526690391459,0.0213523131673,0.0142348754448,0.0165677966102,258.95473251,4.31768953069,58.8195488722,3.31333333333,0.0
Egypt,455.0,179.0,11.0,3.0,3.82,55545.0,1410.0,9875.0,555.0,0.0,1.0,0.393406593407,0.0241758241758,0.00659340659341,0.0104945054945,147.72606383,3.16143497758,66.722972973,3.03278688525,0.0
India,7109.0,3599.0,358.0,269.0,273.12,2131494.0,34731.0,236119.0,15501.0,107.0,1.0,0.50625967084,0.0503587002391,0.0378393585596,0.0473673257024,343.235748792,5.02255965293,83.3753531073,4.24568611339,0.0150513433676
Other Middle East/Central Asia,799.0,364.0,20.0,6.0,7.98,116078.0,2769.0,16283.0,1277.0,0.0,1.0,0.455569461827,0.0250312891114,0.00750938673342,0.0127070063694,168.228985507,3.53639846743,58.3620071685,3.50824175824,0.0
United Kingdom,444.0,223.0,14.0,11.0,11.35,132071.0,2203.0,16510.0,866.0,5.0,1.0,0.502252252252,0.0315315315315,0.0247747747748,0.033284457478,361.838356164,5.20803782506,81.3300492611,3.68510638298,0.0112612612613
Colombia,213.0,115.0,17.0,8.0,9.87,123107.0,1400.0,15990.0,573.0,0.0,1.0,0.539906103286,0.0798122065728,0.037558685446,0.0554494382022,669.059782609,6.57276995305,158.316831683,4.775,0.0
Greece,110.0,58.0,6.0,2.0,3.33,57772.0,672.0,10381.0,248.0,0.0,1.0,0.527272727273,0.0545454545455,0.0181818181818,0.0336363636364,656.5,6.33962264151,199.634615385,4.13333333333,0.0
Japan,24.0,14.0,1.0,0.0,0.3,7481.0,141.0,528.0,59.0,0.0,1.0,0.583333333333,0.0416666666667,0.0,0.0166666666667,356.238095238,6.13043478261,37.7142857143,4.21428571429,0.0
