Country,registered,viewed,explored,certified,grade,nevents,ndays_act,nplay_video,nchapters,nforum_posts,registered_avg,viewed_avg,explored_avg,certified_avg,grade_avg,nevents_avg,ndays_act_avg,nplay_video_avg,nchapters_avg,nforum_posts_avg
Canada,456.0,316.0,30.0,12.0,13.92,262512.0,3193.0,33258.0,1311.0,5.0,1.0,0.69298245614,0.0657894736842,0.0263157894737,0.0325995316159,711.414634146,7.3912037037,117.105633803,4.18849840256,0.0109649122807
Other South Asia,574.0,382.0,28.0,11.0,15.8,267418.0,3487.0,38950.0,1432.0,0.0,1.0,0.665505226481,0.0487804878049,0.0191637630662,0.0299810246679,570.187633262,6.21568627451,118.75,3.79840848806,0.0
Bangladesh,259.0,157.0,13.0,6.0,6.14,72361.0,1192.0,5682.0,558.0,0.0,1.0,0.606177606178,0.0501930501931,0.023166023166,0.02456,369.18877551,4.73015873016,58.5773195876,3.50943396226,0.0
Other South America,814.0,554.0,34.0,17.0,20.6,399408.0,4998.0,49192.0,2109.0,0.0,1.0,0.68058968059,0.041769041769,0.0208845208845,0.0273572377158,622.130841121,6.35069885642,102.483333333,3.76607142857,0.0
France,226.0,155.0,12.0,6.0,6.52,99906.0,1432.0,11735.0,625.0,0.0,1.0,0.685840707965,0.0530973451327,0.0265486725664,0.0307547169811,542.967391304,6.59907834101,87.5746268657,4.03225806452,0.0
Other East Asia,321.0,215.0,11.0,2.0,3.02,80028.0,1345.0,12348.0,698.0,0.0,1.0,0.669781931464,0.0342679127726,0.00623052959502,0.0119367588933,303.136363636,4.29712460064,67.8461538462,3.24651162791,0.0
Other Oceania,13.0,7.0,0.0,0.0,0,1179.0,47.0,151.0,23.0,0.0,1.0,0.538461538462,0.0,0.0,0,147.375,3.61538461538,25.1666666667,2.875,0.0
Other Europe,2602.0,1911.0,214.0,116.0,122.43,2098391.0,22298.0,269541.0,8624.0,103.0,1.0,0.734435049962,0.0822444273636,0.0445810914681,0.049627077422,970.129912159,8.83089108911,156.527874564,4.48932847475,0.0395849346656
Nigeria,118.0,68.0,0.0,0.0,0.03,11535.0,366.0,2758.0,187.0,0.0,1.0,0.576271186441,0.0,0.0,0.00041095890411,121.421052632,3.26785714286,57.4583333333,2.79104477612,0.0
"Other North & Central Amer., Caribbean",238.0,171.0,14.0,8.0,6.91,136897.0,1547.0,16835.0,670.0,0.0,1.0,0.718487394958,0.0588235294118,0.0336134453782,0.0312669683258,691.398989899,6.66810344828,111.490066225,3.94117647059,0.0
Australia,204.0,133.0,10.0,4.0,4.74,75965.0,1156.0,9235.0,504.0,0.0,1.0,0.651960784314,0.0490196078431,0.0196078431373,0.0277192982456,486.955128205,5.92820512821,76.9583333333,3.73333333333,0.0
Germany,525.0,386.0,32.0,15.0,16.98,313908.0,3543.0,44983.0,1559.0,0.0,1.0,0.735238095238,0.0609523809524,0.0285714285714,0.0351552795031,728.324825986,6.90643274854,130.00867052,3.98721227621,0.0
Russian Federation,664.0,475.0,71.0,44.0,46.31,665861.0,7532.0,90792.0,2511.0,10.0,1.0,0.715361445783,0.106927710843,0.066265060241,0.0722464898596,1237.6598513,11.5876923077,216.171428571,5.25313807531,0.0150602409639
China,264.0,155.0,7.0,1.0,2.04,31964.0,881.0,2036.0,459.0,0.0,1.0,0.587121212121,0.0265151515152,0.00378787878788,0.00860759493671,143.981981982,3.3754789272,31.8125,2.96129032258,0.0
