Country,registered,viewed,explored,certified,grade,nevents,ndays_act,nplay_video,nchapters,nforum_posts,registered_avg,viewed_avg,explored_avg,certified_avg,grade_avg,nevents_avg,ndays_act_avg,nplay_video_avg,nchapters_avg,nforum_posts_avg
Canada,80.0,76.0,1.0,1.0,1.47,31824.0,366.0,4263.0,170.0,0.0,1.0,0.95,0.0125,0.0125,0.0233333333333,461.217391304,4.69230769231,101.5,3.26923076923,0.0
Other South Asia,136.0,127.0,2.0,2.0,1.59,32904.0,575.0,2716.0,220.0,0.0,1.0,0.933823529412,0.0147058823529,0.0147058823529,0.0144545454545,286.12173913,4.25925925926,41.7846153846,2.58823529412,0.0
Bangladesh,21.0,20.0,1.0,0.0,0.03,2772.0,55.0,101.0,32.0,0.0,1.0,0.952380952381,0.047619047619,0.0,0.006,184.8,2.75,25.25,3.55555555556,0.0
Other South America,90.0,86.0,0.0,0.0,0.93,13459.0,290.0,1203.0,125.0,0.0,1.0,0.955555555556,0.0,0.0,0.0130985915493,179.453333333,3.29545454545,35.3823529412,2.5,0.0
France,30.0,30.0,1.0,1.0,0.84,6349.0,112.0,389.0,60.0,0.0,1.0,1.0,0.0333333333333,0.0333333333333,0.028,244.192307692,3.73333333333,29.9230769231,3.33333333333,0.0
Other East Asia,53.0,49.0,3.0,1.0,1.01,25173.0,254.0,4423.0,131.0,0.0,1.0,0.924528301887,0.0566037735849,0.0188679245283,0.0229545454545,572.113636364,4.98039215686,134.03030303,3.85294117647,0.0
Other Europe,488.0,469.0,12.0,11.0,13.98,189108.0,2728.0,24734.0,1219.0,0.0,1.0,0.96106557377,0.0245901639344,0.0225409836066,0.0320642201835,432.741418764,5.61316872428,88.9712230216,3.56432748538,0.0
Nigeria,29.0,29.0,1.0,1.0,1.38,7766.0,140.0,1099.0,63.0,0.0,1.0,1.0,0.0344827586207,0.0344827586207,0.0766666666667,323.583333333,5.0,99.9090909091,3.9375,0.0
"Other North & Central Amer., Caribbean",32.0,32.0,3.0,3.0,2.94,32180.0,349.0,2259.0,111.0,0.0,1.0,1.0,0.09375,0.09375,0.0948387096774,1149.28571429,11.2580645161,141.1875,5.55,0.0
Australia,38.0,36.0,2.0,1.0,1.01,16394.0,199.0,1789.0,79.0,0.0,1.0,0.947368421053,0.0526315789474,0.0263157894737,0.0306060606061,512.3125,5.37837837838,105.235294118,3.29166666667,0.0
Germany,71.0,68.0,0.0,0.0,0.66,18274.0,325.0,2354.0,147.0,0.0,1.0,0.957746478873,0.0,0.0,0.0126923076923,315.068965517,4.77941176471,56.0476190476,3.0,0.0
Russian Federation,93.0,91.0,4.0,5.0,5.04,68160.0,744.0,9482.0,306.0,0.0,1.0,0.978494623656,0.0430107526882,0.0537634408602,0.0572727272727,821.204819277,8.0,169.321428571,4.78125,0.0
China,47.0,46.0,1.0,1.0,0.71,7116.0,128.0,426.0,81.0,0.0,1.0,0.978723404255,0.0212765957447,0.0212765957447,0.016511627907,169.428571429,2.78260869565,47.3333333333,2.89285714286,0.0
Philippines,28.0,28.0,0.0,0.0,0.07,1064.0,63.0,143.0,22.0,0.0,1.0,1.0,0.0,0.0,0.00636363636364,50.6666666667,2.42307692308,17.875,2.0,0.0
Spain,76.0,76.0,4.0,5.0,4.84,45115.0,536.0,4681.0,216.0,0.0,1.0,1.0,0.0526315789474,0.0657894736842,0.075625,683.560606061,7.14666666667,117.025,4.40816326531,0.0
Ukraine,14.0,14.0,0.0,0.0,0.18,2008.0,65.0,233.0,31.0,0.0,1.0,1.0,0.0,0.0,0.0128571428571,154.461538462,4.64285714286,38.8333333333,2.81818181818,0.0
Poland,35.0,35.0,4.0,5.0,4.77,42397.0,400.0,5860.0,148.0,0.0,1.0,1.0,0.114285714286,0.142857142857,0.227142857143,1284.75757576,11.4285714286,279.047619048,5.48148148148,0.0
Indonesia,14.0,13.0,1.0,0.0,0.8,9464.0,101.0,721.0,35.0,0.0,1.0,0.928571428571,0.0714285714286,0.0,0.0615384615385,860.363636364,7.21428571429,144.2,5.83333333333,0.0
United States,2349.0,2256.0,45.0,34.0,40.15,648712.0,9769.0,70222.0,4104.0,7.0,1.0,0.960408684547,0.0191570881226,0.0144742443593,0.0192197223552,323.06374502,4.28841088674,62.9793721973,2.94827586207,0.00297999148574
Morocco,18.0,15.0,1.0,1.0,0.92,6571.0,71.0,324.0,38.0,0.0,1.0,0.833333333333,0.0555555555556,0.0555555555556,0.0657142857143,438.066666667,4.17647058824,36.0,3.8,0.0
Unknown/Other,173.0,147.0,1.0,0.0,0.06,2942.0,52.0,39.0,70.0,0.0,1.0,0.849710982659,0.00578034682081,0.0,0.000428571428571,420.285714286,4.72727272727,9.75,1.79487179487,0.0
Other Africa,175.0,173.0,1.0,1.0,1.17,28682.0,585.0,3322.0,238.0,0.0,1.0,0.988571428571,0.00571428571429,0.00571428571429,0.00873134328358,188.697368421,3.50299401198,60.4,2.76744186047,0.0
Brazil,264.0,261.0,8.0,7.0,7.4,125605.0,1558.0,19907.0,564.0,0.0,1.0,0.988636363636,0.030303030303,0.0265151515152,0.0318965517241,550.899122807,6.03875968992,143.215827338,3.26011560694,0.0
Pakistan,70.0,69.0,1.0,0.0,0.66,13090.0,190.0,339.0,103.0,0.0,1.0,0.985714285714,0.0142857142857,0.0,0.0117857142857,267.142857143,2.83582089552,48.4285714286,2.86111111111,0.0
Portugal,5.0,5.0,2.0,2.0,1.85,9193.0,87.0,530.0,38.0,0.0,1.0,1.0,0.4,0.4,0.4625,2298.25,17.4,132.5,9.5,0.0
Mexico,47.0,45.0,2.0,2.0,2.17,42270.0,341.0,10115.0,121.0,0.0,1.0,0.957446808511,0.0425531914894,0.0425531914894,0.0571052631579,1112.36842105,7.25531914894,404.6,4.03333333333,0.0
Egypt,101.0,95.0,0.0,0.0,0.71,12665.0,360.0,1485.0,149.0,0.0,1.0,0.940594059406,0.0,0.0,0.00825581395349,150.773809524,3.67346938776,39.0789473684,2.52542372881,0.0
India,1006.0,968.0,22.0,34.0,34.86,232661.0,4266.0,16587.0,1981.0,0.0,1.0,0.962226640159,0.0218687872763,0.0337972166998,0.0387333333333,271.483080513,4.33536585366,38.7546728972,3.24754098361,0.0
Other Middle East/Central Asia,205.0,197.0,9.0,10.0,9.44,101699.0,1272.0,10307.0,496.0,0.0,1.0,0.960975609756,0.0439024390244,0.0487804878049,0.0542528735632,568.150837989,6.32835820896,130.46835443,3.49295774648,0.0
United Kingdom,253.0,248.0,10.0,8.0,8.34,125698.0,1597.0,13414.0,572.0,0.0,1.0,0.98023715415,0.0395256916996,0.0316205533597,0.0379090909091,566.207207207,6.41365461847,101.621212121,3.36470588235,0.0
Colombia,37.0,35.0,0.0,0.0,0.73,7410.0,145.0,433.0,60.0,0.0,1.0,0.945945945946,0.0,0.0,0.0221212121212,285.0,4.02777777778,33.3076923077,2.72727272727,0.0
Greece,19.0,19.0,2.0,2.0,2.41,29340.0,223.0,3109.0,95.0,0.0,1.0,1.0,0.105263157895,0.105263157895,0.126842105263,1833.75,11.7368421053,222.071428571,6.33333333333,0.0
Japan,42.0,41.0,0.0,0.0,0.18,6489.0,141.0,969.0,62.0,0.0,1.0,0.97619047619,0.0,0.0,0.005625,170.763157895,3.35714285714,44.0454545455,2.38461538462,0.0
