45,2,334,1,5.15,7204.3,0.88,36.89,7044,36267,6214,259874
45,3,478,1,5.86,7554.78,0.88,37.68,6902,40462,6071,260057
46,1,257,2,2.45,2822.12,0.92,14.16,11863,29123,10925,168011
46,2,374,2,2.48,2482.81,0.91,12.62,11842,29347,10815,149469
46,3,417,2,3.17,3112.01,0.87,16.48,11820,37486,10272,194756
46,4,296,2,3.32,3781.32,0.85,19.73,11811,39195,9995,233013
47,1,238,3,2.29,1348.04,0.99,8.13,7644,17509,7593,62172
47,2,360,3,2.05,2649.91,0.98,14.58,7541,15496,7422,109922
47,3,208,3,2.04,1377.0,0.99,8.08,7630,15565,7589,61677
47,4,328,3,4.2,5461.79,0.93,29.46,7379,31010,6869,217397
47,5,224,3,2.29,1773.37,0.99,10.7,7606,17407,7552,81348
47,6,321,3,3.04,5768.98,0.93,30.93,7193,21832,6663,222508
47,7,218,3,2.04,1655.92,0.99,9.73,7605,15498,7552,74016
47,8,340,3,1.66,2687.18,0.99,14.7,7496,12459,7401,110194
47,9,271,3,2.05,1735.33,0.99,10.31,7601,15558,7548,78400
47,10,559,3,3.13,5585.71,0.93,29.94,7155,22409,6672,214236
47,11,357,3,1.99,1687.91,0.99,10.02,7597,15105,7546,76102
47,12,574,3,1.62,2834.79,0.99,15.5,7489,12163,7396,116047
47,13,312,3,1.99,1676.88,0.99,9.96,7594,15101,7548,75665
47,14,225,3,1.62,2752.81,0.99,15.25,7493,12175,7399,114298
47,15,89,3,1.99,1715.19,0.99,10.11,7591,15107,7548,76780
47,16,600,3,2.66,5512.4,0.93,29.47,7158,19069,6680,210980
47,17,84,3,1.8,1354.57,1.0,8.23,7601,13711,7564,62569
47,18,620,3,3.8,4230.97,0.95,23.69,7513,28516,7104,177955
47,19,483,3,1.78,1371.28,1.0,8.12,7603,13539,7568,61747
47,20,348,3,1.94,3951.83,0.99,21.54,7530,14593,7431,162203
48,1,68,2,2.81,1183.43,0.96,7.12,3869,10878,3727,27540
48,2,584,2,3.24,2702.65,0.96,14.35,3800,12328,3631,54544
49,1,450,2,3.3,2461.99,0.87,12.72,3752,12376,3265,47726
50,1,269,2,1.79,467.35,0.97,2.77,3992,7133,3870,11046
51,1,226,2,3.16,4146.89,0.79,21.02,12520,39503,9901,263113
51,2,346,2,2.65,3711.12,0.78,18.7,12501,33147,9791,233766
51,3,486,2,3.28,4717.53,0.72,23.77,12481,40968,8975,296678
51,4,382,2,2.86,4621.58,0.72,23.11,12441,35572,8946,287551
51,5,497,2,2.67,4583.2,0.71,22.87,12429,33189,8819,284300
51,6,377,2,2.76,4721.91,0.71,23.75,12392,34153,8762,294364
52,1,533,3,8.19,3910.49,0.91,26.0,25962,212662,23543,674948
52,2,470,3,2.31,1392.87,0.87,9.53,25754,59553,22329,245443
52,3,527,3,2.29,1506.49,0.87,10.38,25749,59021,22356,267285
52,4,6,3,2.76,1890.75,0.8,12.85,25689,70912,20667,330207
52,5,23,3,4.2,2883.86,0.75,19.06,25744,108030,19366,490636
52,6,19,3,2.95,1948.45,0.8,13.64,25561,75375,20564,348646
52,7,541,3,2.77,1976.53,0.8,13.79,25530,70640,20518,351984
52,8,643,3,2.7,1977.84,0.81,13.79,25485,68819,20576,351332
52,9,203,3,2.64,1883.6,0.82,13.14,25470,67135,20828,334608
52,10,368,3,2.98,2278.1,0.78,15.66,25385,75656,19706,397454
52,11,244,3,2.84,2270.01,0.77,15.62,25379,72120,19596,396475
52,12,313,3,3.12,2906.13,0.76,19.07,25378,79220,19333,483956
53,1,595,2,2.71,4085.34,0.86,19.43,3729,10100,3189,72451
53,2,476,2,2.34,3169.63,0.9,15.0,3488,8151,3136,52333
53,3,404,2,2.15,3071.61,0.92,13.73,3360,7233,3081,46122
54,1,327,1,4.13,2857.6,0.94,13.66,6620,27361,6253,90427
54,2,454,1,1.96,1697.87,0.99,7.73,6571,12908,6483,50778
54,3,307,1,3.29,2936.71,0.96,11.91,6531,21462,6288,77775
54,4,457,1,7.65,5466.11,0.89,24.07,6393,48924,5677,153905
54,5,491,1,7.6,5744.42,0.86,25.7,6190,47024,5309,159073
55,1,534,2,1.97,1492.44,0.94,8.27,16593,32733,15589,137255
55,2,406,2,2.36,2160.51,0.91,11.8,16568,39069,15081,195525
55,3,535,2,2.36,2442.75,0.91,13.22,16558,39005,15025,218929
55,4,394,2,3.11,3073.31,0.84,16.84,16549,51479,13932,278654
56,1,605,2,1.51,686.09,0.98,3.68,3422,5161,3346,12596
57,1,395,2,1.95,1036.2,0.96,5.03,3533,6879,3394,17769
57,2,524,2,1.62,1011.1,0.97,5.46,3429,5539,3319,18711
58,1,158,7,3.14,62612.57,0.94,311.31,15937,50078,15052,4961406
59,1,381,2,2.37,1041.69,0.94,6.81,15068,35655,14121,102551
60,1,8,2,1.28,488.25,0.99,3.56,21154,27101,20860,75409
60,2,580,2,1.77,1222.59,0.92,8.15,21210,37591,19494,172945
60,3,609,2,3.46,2763.17,0.78,17.52,21338,73848,16629,373781
60,4,532,2,1.92,1730.68,0.9,11.12,21188,40750,19052,235660
61,1,5,2,1.63,748.51,0.97,4.15,3684,6006,3557,15304
62,1,105,2,2.55,4071.09,0.89,17.76,7664,19543,6847,136133
62,2,622,2,3.42,5492.92,0.84,23.79,7643,26151,6385,181797
62,3,125,2,3.43,5823.66,0.8,25.44,7639,26183,6130,194371
63,1,471,4,1.89,3383.48,0.71,14.59,1147,2169,811,16734
63,2,355,4,2.07,3718.14,0.55,18.01,1145,2374,632,20625
64,1,493,1,2.38,1673.56,0.98,7.88,7146,17007,7023,56345
64,2,354,1,3.91,2969.95,0.96,14.47,7032,27469,6727,101736
64,3,500,1,2.9,2248.62,0.98,10.78,6920,20100,6751,74627
64,4,373,1,3.12,2579.57,0.97,12.08,6850,21353,6642,82746
65,1,152,2,2.0,1303.04,0.97,7.16,10238,20512,9923,73279
65,2,254,2,2.26,2089.91,0.95,11.26,10233,23136,9700,115206
65,3,149,2,2.21,1847.37,0.94,10.01,10224,22639,9647,102343
65,4,273,2,2.22,1796.2,0.94,9.62,10218,22716,9609,98258
65,5,146,2,2.22,1722.92,0.94,9.39,10216,22670,9593,95975
65,6,267,2,2.35,2163.74,0.93,12.14,10213,23964,9459,124034
65,7,311,2,2.23,1961.07,0.93,10.78,10209,22717,9530,110044
65,8,192,2,2.37,2255.99,0.92,12.73,10212,24223,9382,130000
65,9,119,2,2.33,2245.62,0.92,12.74,10210,23792,9379,130074
65,10,639,2,2.59,2481.87,0.91,14.15,10213,26440,9319,144482
66,1,411,2,2.41,3332.68,0.92,13.96,5410,13051,4989,75503
66,2,290,2,2.16,3774.9,0.96,17.15,5410,11700,5177,92802
67,1,528,2,3.06,1486.52,0.92,9.4,19590,59875,17991,184070
67,2,401,2,3.18,1968.86,0.89,12.27,19568,62321,17489,240035
67,3,539,2,3.36,2485.44,0.87,15.11,19530,65551,16996,295187
68,1,435,2,2.29,2343.55,0.91,11.65,7042,16123,6426,82015
68,2,546,2,2.32,2583.18,0.91,12.75,7036,16333,6376,89742
68,3,509,2,3.04,3188.0,0.88,15.93,7033,21408,6163,112067
69,1,108,2,1.67,737.81,0.98,4.28,12405,20655,12176,53036
69,2,628,2,1.79,889.8,0.98,5.12,12400,22240,12094,63470
69,3,115,2,1.86,1012.47,0.98,5.75,12400,23079,12136,71273
69,4,589,2,1.91,1166.19,0.97,6.56,12399,23717,12046,81312
70,1,521,2,2.1,1388.84,0.93,8.76,27117,57005,25129,237477
71,1,523,2,2.16,1427.79,0.94,7.98,13058,28268,12210,104245
71,2,640,2,2.21,1452.39,0.93,8.26,13036,28784,12148,107710
71,3,514,2,2.62,2069.07,0.88,11.66,13027,34076,11479,151879
72,1,293,2,1.14,347.3,0.99,2.56,30156,34248,29950,77284
73,1,445,2,2.52,2024.52,0.87,11.52,14859,37426,12873,171245
74,1,341,2,1.85,974.02,0.97,5.49,17892,33058,17379,98247
74,2,464,2,1.97,1142.42,0.96,6.53,17886,35154,17117,116708
74,3,295,2,2.42,1662.9,0.92,9.71,17873,43201,16464,173510
74,4,421,2,2.18,1727.73,0.94,9.84,17861,39015,16799,175762
74,5,329,2,2.31,1703.33,0.91,10.09,17836,41162,16302,179971
74,6,413,2,2.15,1620.76,0.94,9.56,17830,38413,16732,170423
74,7,289,2,2.26,1436.85,0.93,8.87,17812,40219,16545,158002
74,8,409,2,2.32,1660.03,0.92,10.13,17812,41359,16375,180409
74,9,428,2,2.32,2045.17,0.91,11.95,17803,41278,16241,212774
74,10,531,2,2.34,1906.81,0.91,11.19,17798,41623,16201,199086
74,11,379,2,2.4,1901.84,0.9,11.38,17799,42764,16072,202544
74,12,492,2,2.35,1977.21,0.92,11.48,17785,41804,16344,204124
75,1,625,2,1.97,1145.71,0.98,6.08,9501,18717,9270,57761
75,2,107,2,2.52,1831.82,0.93,9.78,9499,23902,8826,92926
75,3,586,2,3.41,3678.4,0.82,19.02,9480,32374,7812,180292
75,4,113,2,3.04,3809.54,0.83,19.53,9475,28780,7817,185073
76,1,569,2,2.1,2580.0,0.89,14.01,22971,48188,20430,321905
76,2,49,2,2.44,3166.52,0.78,17.06,22836,55696,17910,389652
76,3,565,2,2.0,2671.26,0.9,14.41,22899,45836,20607,330022
77,1,508,2,2.1,3262.85,0.93,14.55,6209,13030,5775,90359
78,1,90,2,2.1,1240.16,0.94,6.7,17930,37696,16868,120089
78,2,436,2,1.89,1248.17,0.96,6.51,17913,33864,17119,116556
79,1,154,2,1.67,687.22,0.98,4.14,15106,25179,14878,62569
79,2,30,2,1.77,865.95,0.97,5.07,15103,26731,14720,76634
79,3,638,2,1.83,929.16,0.97,5.45,15097,27594,14626,82274
79,4,117,2,1.95,1339.67,0.96,7.77,15095,29363,14448,117217
79,5,607,2,2.2,1867.06,0.91,10.54,15078,33178,13735,158929
79,6,88,2,2.15,1984.5,0.9,11.16,15062,32383,13557,168125
80,1,196,2,1.72,1151.35,0.97,7.07,28948,49669,27987,204734
81,1,147,2,2.88,2072.02,0.87,12.13,14410,41556,12590,174728
82,1,127,2,2.57,3277.63,0.89,15.38,15056,38638,13464,231493
83,1,248,2,2.09,1415.38,0.96,7.65,10894,22782,10509,83301
83,2,367,2,2.24,1487.14,0.96,8.27,10898,24376,10494,90157
83,3,408,2,2.69,1971.12,0.94,10.93,10885,29240,10204,119005
84,1,43,2,3.58,2069.69,0.87,12.9,10166,36408,8862,131106
84,2,170,2,3.29,2041.68,0.88,12.75,10155,33368,8892,129502
85,1,485,2,2.09,1643.47,0.95,8.58,11562,24150,11016,99159
85,2,349,2,1.97,1560.37,0.96,8.03,11559,22751,11150,92767
86,1,137,2,1.93,1228.6,0.97,7.26,11236,21699,10859,81608
86,2,258,2,3.25,2846.87,0.86,16.33,11223,36499,9646,183279
86,3,16,2,2.17,1560.42,0.95,9.19,11226,24369,10662,103218
86,4,233,2,2.72,2790.59,0.85,16.18,11205,30475,9528,181310
87,1,62,2,2.1,1422.08,0.95,7.26,17490,36749,16548,127046
87,2,304,2,2.41,1769.92,0.93,9.13,17467,42106,16243,159489
87,3,78,2,2.24,1829.52,0.93,9.32,17451,39165,16253,162646
88,1,42,2,1.97,1670.78,0.97,9.18,10395,20522,10067,95446
88,2,588,2,1.87,1280.2,0.97,7.07,10394,19399,10128,73521
88,3,77,2,2.44,2045.13,0.94,11.4,10386,25302,9779,118439
89,1,200,2,1.76,1118.17,0.96,6.43,11430,20119,11022,73537
89,2,61,2,1.87,1184.98,0.96,6.71,11424,21341,11002,76621
90,1,142,2,1.54,458.53,0.99,3.01,10777,16598,10617,32420
90,2,246,2,1.57,576.18,0.99,3.55,10773,16929,10630,38242
90,3,129,2,1.61,517.16,0.99,3.22,10773,17325,10612,34686
90,4,249,2,1.63,522.25,0.98,3.28,10772,17514,10602,35360
90,5,132,2,1.62,609.03,0.98,3.79,10772,17410,10584,40839
91,1,416,1,2.19,2516.13,0.99,12.56,7031,15371,6943,88322
91,2,297,1,6.85,4787.4,0.92,24.78,6909,47358,6339,171178
91,3,423,1,5.59,4070.78,0.93,21.94,6758,37802,6261,148272
91,4,347,1,4.72,4144.55,0.93,20.9,6679,31508,6185,139588
91,5,230,1,6.32,5057.32,0.87,24.05,6350,40128,5545,152712
92,1,54,2,1.57,583.76,0.98,3.19,4075,6398,3986,12993
93,1,624,2,1.16,371.11,0.99,1.71,3602,4188,3574,6145
94,1,324,1,3.4,3122.0,0.97,16.99,7244,24606,7013,123053
94,2,446,1,2.14,2151.05,0.97,12.04,7129,15232,6906,85818
94,3,343,1,1.78,2159.5,0.97,11.48,7045,12536,6866,80859
94,4,461,1,3.06,3186.81,0.97,16.45,6976,21381,6798,114741
94,5,553,1,6.84,4511.11,0.91,24.76,6916,47328,6313,171250
94,6,460,1,2.17,2927.96,0.98,15.64,6820,14830,6656,106658
94,7,303,1,3.25,3178.15,0.97,17.18,6783,22054,6560,116522
94,8,434,1,2.2,3404.04,0.96,17.89,6796,14978,6530,121584
95,1,472,3,2.86,3070.2,0.98,15.93,7290,20852,7145,116125
95,2,386,3,2.68,2895.65,0.98,14.57,7192,19265,7029,104803
95,3,465,3,7.45,8060.82,0.88,41.53,7338,54702,6428,304715
96,1,576,2,2.04,1470.7,0.97,6.74,2980,6078,2892,20078
96,2,489,2,1.49,853.62,0.98,3.57,2929,4350,2885,10458
96,3,525,2,2.19,1417.6,0.98,6.37,2874,6295,2811,18301
96,4,403,2,1.76,1320.41,0.98,5.56,2888,5079,2823,16067
96,5,555,2,1.64,986.87,0.98,4.64,2688,4410,2625,12462
96,6,442,2,2.16,1446.4,0.97,7.27,2781,6011,2695,20212
97,1,282,2,1.66,531.77,0.97,3.28,3676,6120,3548,12074
97,2,399,2,1.49,449.66,0.97,2.67,3644,5423,3547,9713
98,1,636,2,1.87,617.98,0.97,4.33,3794,7092,3668,16426
98,2,633,2,2.22,768.02,0.95,4.96,3785,8415,3596,18780
99,1,28,2,1.8,730.35,0.99,4.15,3504,6304,3454,14527
99,2,547,2,1.73,786.96,0.97,4.23,3457,5971,3362,14617
99,3,47,2,2.56,1219.57,0.93,6.75,3430,8790,3206,23157
100,1,477,1,2.87,1769.86,0.98,10.89,6787,19461,6648,73893
100,2,591,1,2.56,1574.04,0.98,9.67,6769,17340,6641,65429
100,3,398,1,3.45,1921.06,0.96,11.84,6705,23112,6468,79412
100,4,583,1,2.11,1496.87,0.98,8.92,6619,13954,6467,59013
101,1,474,2,1.74,230.97,0.97,1.98,3454,6025,3363,6826
101,2,100,2,1.61,497.4,0.98,3.23,3445,5558,3380,11132
102,1,331,2,1.98,1288.33,0.97,6.41,3123,6195,3044,20004
102,2,459,2,1.77,1113.82,0.98,5.52,3104,5493,3036,17122
102,3,338,2,1.7,1139.64,0.98,5.12,3062,5218,2987,15672
102,4,463,2,2.49,1802.16,0.95,8.69,2762,6890,2614,23988
102,5,319,2,2.69,1705.81,0.92,8.26,2649,7115,2446,21882
102,6,448,2,1.49,972.35,0.97,5.18,2584,3860,2506,13389
102,7,11,2,1.74,1360.17,0.96,7.01,2589,4497,2498,18142
103,1,310,1,2.22,1063.75,0.96,5.83,24961,55395,24087,145409
103,2,443,1,2.12,1024.53,0.97,5.58,24958,52844,24170,139382
103,3,396,1,2.13,1055.49,0.96,5.85,24953,53225,24077,145890
103,4,278,1,2.09,1036.58,0.97,5.73,24914,51978,24153,142665
103,5,370,1,2.15,1068.84,0.96,5.98,24932,53687,24055,149028
103,6,252,1,2.53,1294.02,0.94,7.49,24920,63153,23466,186712
103,7,299,1,3.29,2085.84,0.89,12.24,24912,81887,22065,304979
103,8,400,1,2.88,1937.16,0.93,11.17,24899,71703,23118,278089
103,9,305,1,2.65,1968.15,0.93,11.41,24889,66016,23028,283993
103,10,429,1,2.38,1922.98,0.93,11.14,24882,59297,23106,277118
103,11,637,1,2.42,1966.28,0.93,11.46,24875,60238,23021,285035
103,12,441,1,2.56,1954.45,0.93,11.39,24864,63583,23057,283114
103,13,281,1,2.59,1990.65,0.92,11.63,24872,64466,22833,289257
103,14,397,1,2.69,2435.43,0.88,14.21,24867,66826,21798,353299
104,1,179,1,2.29,1196.41,0.96,6.71,23169,53112,22320,155504
104,2,314,1,2.34,1309.1,0.96,7.23,23168,54217,22182,167434
104,3,164,1,5.4,3064.56,0.86,16.86,23162,125020,19838,390490
104,4,286,1,4.07,3032.91,0.85,16.98,23160,94262,19712,393264
104,5,191,1,3.37,2929.74,0.86,16.42,23151,77929,19826,380092
105,1,151,1,2.45,1404.64,0.94,7.01,26709,65535,25084,187213
105,2,274,1,2.54,1455.01,0.93,7.37,26673,67812,24936,196666
106,1,522,3,3.54,2085.78,0.91,12.2,22990,81477,20856,280379
107,1,560,3,5.85,4939.74,0.82,22.86,16488,96382,13541,376882
108,1,613,1,4.19,4488.08,0.84,22.95,17190,72039,14386,394494
109,1,499,1,3.13,2072.02,0.93,10.04,16186,50680,15002,162552
109,2,378,1,6.73,3664.77,0.84,18.5,16179,108950,13570,299333
109,3,487,1,2.67,1920.43,0.94,9.58,16168,43107,15205,154821
110,1,247,2,1.67,198.6,0.98,2.09,3302,5503,3239,6885
110,2,130,2,1.9,239.49,0.98,2.55,3302,6290,3225,8416
110,3,250,2,1.88,240.68,0.98,2.56,3303,6216,3222,8453
111,1,239,1,1.93,620.46,0.99,3.39,17425,33548,17252,59104
111,2,121,1,1.84,615.03,0.99,3.41,17423,32052,17283,59432
111,3,236,1,1.84,624.26,0.99,3.48,17422,32124,17276,60636
111,4,135,1,1.91,645.4,0.99,3.7,17421,33267,17258,64452
111,5,229,1,1.9,656.75,0.99,3.75,17421,33163,17257,65323
111,6,111,1,1.88,654.46,0.99,3.81,17420,32762,17264,66291
111,7,369,1,1.87,648.65,0.99,3.78,17418,32631,17261,65889
111,8,467,1,1.91,662.77,0.99,3.87,17423,33274,17254,67388
111,9,513,1,1.89,672.01,0.99,3.91,17419,32914,17259,68127
112,1,587,2,2.38,1938.43,0.97,9.24,11260,26748,10953,104058
112,2,82,2,2.95,2267.34,0.96,11.5,11259,33178,10793,129430
112,3,32,2,2.57,1999.5,0.97,9.51,11257,28930,10929,107006
112,4,551,2,2.78,2297.51,0.96,11.09,11259,31310,10787,124835
