colNum,rowNum,totalStudents,nplay_video_ave,grade_ave,nforum_posts_ave,nevents_ave,nchapters_ave,ndays_act_ave
1,21,1,466.0,86.0,1.0,2087.0,7.0,36.0
0,27,2,0,16.0,0.0,3483.0,27.0,110.0
0,20,18,0,0.0,0.0,0,0,30.0
1,26,1,1785.0,90.0,1.0,11886.0,16.0,83.0
0,14,54,0,0.0,0.0,0,3.0,12.0
1,17,3,0,0,1.0,839.0,23.0,20.0
1,15,2,215.0,11.0,1.0,1983.0,5.0,14.0
0,16,34,0,85.0,0.0,1415.0,33.0,16.0
1,6,3,0,0,1.0,133.0,3.0,3.0
0,10,72,0,0.0,0.0,30.0,1.0,6.0
2,10,1,0,0,2.0,199.0,6.0,6.0
1,11,2,0,0.0,1.0,149.0,3.0,7.0
3,14,1,0,3.0,3.0,429.0,11.0,11.0
0,28,2,0,0.0,0.0,787.0,6.0,123.0
2,14,1,0,87.0,2.0,662.0,18.0,11.0
2,19,1,0,1.0,2.0,608.0,26.0,28.0
0,15,44,0,0.0,0.0,372.0,25.0,14.0
3,10,1,0,0.0,3.0,156.0,3.0,6.0
0,24,12,0,68.0,0.0,2759.0,32.0,68.0
1,14,5,0,4.0,1.0,254.0,4.0,12.0
4,23,1,0,0,5.0,2197.0,24.0,52.0
0,17,35,0,4.0,0.0,399.0,16.0,20.0
0,11,57,18.0,4.0,0.0,210.0,2.0,7.0
1,20,1,0,68.0,1.0,1144.0,33.0,30.0
3,6,2,69.0,0.0,3.0,202.0,2.0,3.0
0,4,462,0,0.0,0.0,3.0,0,2.0
1,10,3,0,0.0,1.0,35.0,1.0,6.0
0,29,1,0,93.0,0.0,6526.0,26.0,159.0
2,8,1,0,0.0,2.0,234.0,3.0,4.0
0,22,20,0,100.0,0.0,415.0,12.0,47.0
0,0,1117,0,0.0,0.0,1.0,2.0,1.0
4,10,1,0,5.0,5.0,338.0,10.0,6.0
1,23,1,464.0,95.0,1.0,4369.0,14.0,51.0
0,25,5,0,0.0,0.0,0,0,69.0
1,13,3,61.0,4.0,1.0,478.0,3.0,9.0
2,17,1,0,73.0,2.0,963.0,24.0,20.0
2,9,1,80.0,4.0,2.0,464.0,3.0,5.0
0,18,32,0,0,0.0,0,0,22.0
1,4,4,0,0.0,1.0,132.0,5.0,2.0
0,12,46,0,0.0,0.0,54.0,12.0,8.0
3,16,1,572.0,4.0,3.0,2021.0,16.0,16.0
3,9,1,0,0.0,3.0,141.0,3.0,5.0
1,9,3,0,0.0,1.0,171.0,4.0,5.0
0,21,18,0,100.0,0.0,246.0,11.0,35.0
1,0,1,0,0.0,1.0,25.0,0,1.0
0,8,158,11.0,0.0,0.0,172.0,2.0,4.0
0,23,15,0,100.0,0.0,180.0,12.0,57.0
3,12,2,47.0,11.0,3.0,880.0,4.0,8.0
0,26,3,0,87.0,0.0,1538.0,34.0,83.0
1,12,3,20.0,0.0,1.0,244.0,3.0,8.0
0,19,23,0,100.0,0.0,211.0,12.0,28.0
0,13,70,29.0,0.0,0.0,206.0,4.0,10.0
1,18,3,0,69.0,1.0,913.0,22.0,22.0
0,6,228,0,0.0,0.0,0,2.0,3.0
1,8,2,0,0.0,1.0,57.0,1.0,4.0
1,19,1,0,0,1.0,1704.0,32.0,29.0
2,16,2,122.0,17.0,2.0,1242.0,5.0,15.0
0,9,115,0,0.0,0.0,79.0,3.0,5.0
2,4,1,0,0.0,2.0,94.0,3.0,2.0
4,20,1,0,91.0,5.0,1570.0,34.0,33.0
0,1,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0
0,3,0,0,0,0,0,0,0
0,5,0,0,0,0,0,0,0
0,7,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0
1,2,0,0,0,0,0,0,0
1,3,0,0,0,0,0,0,0
1,5,0,0,0,0,0,0,0
1,7,0,0,0,0,0,0,0
1,16,0,0,0,0,0,0,0
1,22,0,0,0,0,0,0,0
1,24,0,0,0,0,0,0,0
1,25,0,0,0,0,0,0,0
1,27,0,0,0,0,0,0,0
1,28,0,0,0,0,0,0,0
1,29,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0
2,1,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0
2,3,0,0,0,0,0,0,0
2,5,0,0,0,0,0,0,0
2,6,0,0,0,0,0,0,0
2,7,0,0,0,0,0,0,0
