matrixRow,matrixCol,cellWidth,cellHeight,nplay_video_ave_overall,grade_ave_overall,nforum_posts_ave_overall,nevents_ave_overall,nchapters_ave_overall,ndays_act_ave_overall,maxX,maxY,peaks
5,5,90.0,80.0,206,38,0,1929,14,33,5.0,5.0,"(0, 3, 8, 9, 42, 4937)"
