matrixRow,matrixCol,cellWidth,cellHeight,nplay_video_ave_overall,grade_ave_overall,nforum_posts_ave_overall,nevents_ave_overall,nchapters_ave_overall,ndays_act_ave_overall,maxX,maxY,peaks
30,30,15.0,13.3,96,18,0,912,8,17,34.0,2174.0,"(0, 8, 10, 12, 19)"
