matrixRow,matrixCol,cellWidth,cellHeight,nplay_video_ave_overall,grade_ave_overall,nforum_posts_ave_overall,nevents_ave_overall,nchapters_ave_overall,ndays_act_ave_overall,maxX,maxY,peaks
30,5,90.0,13.3,206,38,0,1929,14,33,5.0,34.0,"(0, 111, 128, 178, 309, 692, 1024)"
