matrixRow,matrixCol,cellWidth,cellHeight,nplay_video_ave_overall,grade_ave_overall,nforum_posts_ave_overall,nevents_ave_overall,nchapters_ave_overall,ndays_act_ave_overall,maxX,maxY,peaks
30,30,15.0,13.3,206,38,0,1929,14,33,34.0,34.0,"(0, 114, 128, 184, 321, 699, 1029)"
