matrixRow,matrixCol,cellWidth,cellHeight,nplay_video_ave_overall,grade_ave_overall,nforum_posts_ave_overall,nevents_ave_overall,nchapters_ave_overall,ndays_act_ave_overall,maxX,maxY,peaks
30,5,90.0,13.3,144,26,0,1361,11,24,5.0,11886.0,"(0, 105, 106, 135, 144, 408)"
